"tag" "location" "year" "sex" "duration" "nclicks" "crate" "ddc" "fyear" "locyear" "mean" "mean0.05" "mean0.1" "median" "mode"
"33" "sw02_254c" "Gulf of Mexico" 2002 "UN" 42180 43407 1.02908961593172 10 "2002" "Gulf of Mexico2002" 0.447255020170943 0.438874916502595 0.435744299472089 0.43017578125 0.422957202024875
"34" "sw03_156a" "Gulf of Mexico" 2003 "UN" 17329 22542 1.30082520630158 6 "2003" "Gulf of Mexico2003" 0.478562618284346 0.468615716046162 0.46618562765126 0.462402343739996 0.452214475980006
"35" "sw03_162a" "Gulf of Mexico" 2003 "UN" 2970 4190 1.41077441077441 1 "2003" "Gulf of Mexico2003" 0.469820197301958 0.460010150531367 0.457569574982754 0.454589843760004 0.446456202791805
"36" "sw03_163a" "Gulf of Mexico" 2003 "UN" 22802 2867 0.125734584685554 2 "2003" "Gulf of Mexico2003" 0.515139523986985 0.503303356716454 0.497725710026384 0.4873046875 0.473926498172738
"37" "sw03_164a" "Gulf of Mexico" 2003 "UN" 48144 48702 1.01159022931206 11 "2003" "Gulf of Mexico2003" 0.508277226809366 0.4983380429179 0.494916313114641 0.488525390630002 0.480668672052271
"38" "sw03_165a" "Gulf of Mexico" 2003 "UN" 47260 48091 1.01758358019467 12 "2003" "Gulf of Mexico2003" 0.418624246567365 0.403698397008649 0.398049780693516 0.390625 0.386160731992108
"39" "sw03_165b" "Gulf of Mexico" 2003 "UN" 58773 77272 1.31475337314753 17 "2003" "Gulf of Mexico2003" 0.421610538588354 0.412811204310971 0.410063847027472 0.40625 0.397489545142032
"40" "sw03_167a" "Gulf of Mexico" 2003 "UN" 9203 7629 0.828968814517005 3 "2003" "Gulf of Mexico2003" 0.739794113588779 0.723573262126001 0.716695398335041 0.69091796875 0.642038129449157
"41" "sw03_173b" "Gulf of Mexico" 2003 "UN" 3642 3966 1.08896210873147 1 "2003" "Gulf of Mexico2003" 0.612294112786452 0.605026223776224 0.601600615753856 0.591796875 0.575839643600824
"42" "sw03_197a" "North Atlantic Delaware" 2003 "M" 6825 5561 0.814798534798535 2 "2003" "North Atlantic Delaware2003" 0.772856620855596 0.75792108933494 0.754887086191763 0.74951171875 0.74846435902376
"43" "sw03_197b" "North Atlantic Delaware" 2003 "M" 8447 3650 0.432106073162069 2 "2003" "North Atlantic Delaware2003" 0.688071071222657 0.665391690522723 0.655741366754227 0.63916015625 0.595818715058454
"44" "sw03_201b" "North Atlantic Delaware" 2003 "M" 9967 5922 0.594160730410354 2 "2003" "North Atlantic Delaware2003" 0.646266652116864 0.631985288677782 0.630237906870214 0.6318359375 0.648459914750914
"45" "sw03_202a" "North Atlantic Delaware" 2003 "M" 3093 2355 0.761396702230844 1 "2003" "North Atlantic Delaware2003" 0.517459282011746 0.501404812461458 0.500220752417657 0.497680664059999 0.449791934284963
"46" "sw03_206a" "North Atlantic Delaware" 2003 "M" 13426 15323 1.14129301355579 5 "2003" "North Atlantic Delaware2003" 0.483373968772054 0.469071110146919 0.467909981877981 0.47021484375 0.526985976032564
"47" "sw03_206c" "North Atlantic Delaware" 2003 "M" 8846 9134 1.03255708794936 3 "2003" "North Atlantic Delaware2003" 0.562707759900335 0.543865525667757 0.543426123591325 0.552703857421989 0.565434559578989
"48" "sw03_207a" "North Atlantic Delaware" 2003 "M" 14327 15787 1.10190549312487 5 "2003" "North Atlantic Delaware2003" 0.494907638714043 0.481315345478705 0.480257549440445 0.484375 0.506268715450238
"49" "sw03_247a" "Mediterranean" 2003 "UN" 13106 7371 0.56241416145277 4 "2003" "Mediterranean2003" 0.696856482589365 0.6757919762624 0.675446538446098 0.687541666665084 0.781053008302855
"50" "sw03_249a" "Mediterranean" 2003 "UN" 8496 6411 0.754590395480226 3 "2003" "Mediterranean2003" 0.749003434082785 0.726732330309835 0.728153918694336 0.740614583332956 0.834169328213999
"51" "sw03_249b" "Mediterranean" 2003 "UN" 1006 1031 1.02485089463221 1 "2003" "Mediterranean2003" 0.767232376559567 0.745879824957816 0.731343979459674 0.738031249999949 0.836135433064187
"52" "sw03_249c" "Mediterranean" 2003 "UN" 39195 27938 0.712794999362164 10 "2003" "Mediterranean2003" 0.708449810958811 0.704467167977015 0.710566574847787 0.72331250004936 0.767327834004533
"53" "sw03_253a" "Mediterranean" 2003 "UN" 21840 21729 0.994917582417582 7 "2003" "Mediterranean2003" 0.490795584292759 0.463926958594167 0.459456367051845 0.450645833304861 0.4383187992119
"54" "sw03_253b" "Mediterranean" 2003 "UN" 42393 39568 0.933361639893379 14 "2003" "Mediterranean2003" 0.569999682457302 0.549887620327405 0.546736936769348 0.527156250002918 0.476466907411711
"55" "sw03_253c" "Mediterranean" 2003 "UN" 17782 18898 1.06276009447756 7 "2003" "Mediterranean2003" 0.532046097412168 0.49501874531786 0.488903633292245 0.467515625000487 0.435930907562385
"56" "sw05_196a" "Norway" 2005 "M" 77806 52271 0.671811942523713 31 "2005" "Norway2005" 0.755294592042842 0.751240690797758 0.750764041377421 0.746541666601843 0.731581360821984
"57" "sw09_153a" "Norway" 2010 "M" 31208 31423 1.00688925916432 15 "2010" "Norway2010" 0.664676435774994 0.653073772646201 0.648886775001038 0.640635416661098 0.632106688953297
"58" "sw10_147a" "Norway" 2010 "M" 56725 27495 0.48470691934773 17 "2010" "Norway2010" 0.795740474433766 0.792305801097092 0.791099091662418 0.784583333297633 0.770978319228562
"59" "sw10_149a" "Norway" 2010 "M" 57324 46243 0.806695275975159 26 "2010" "Norway2010" 0.779284853694434 0.773238065628404 0.771597911522065 0.769447916669833 0.769710387063427
"60" "sw10_150a" "Norway" 2010 "M" 53019 31333 0.590976819630698 31 "2010" "Norway2010" 0.774715437193783 0.76251998888551 0.764116439786749 0.771812500002852 0.784638430771068
"61" "sw14_092a" "DOMINICA" 2014 "F" 6941 7929 1.14234260193056 2 "2014" "DOMINICA2014" 0.543926339120359 0.522756524734872 0.518352298660158 0.515391666670439 0.517341067383031
"62" "sw14_106a" "DOMINICA" 2014 "F" 18030 22651 1.25629506378258 5 "2014" "DOMINICA2014" 0.526895448048568 0.514191603533256 0.510369813984879 0.502383333399848 0.487373112009915
"63" "sw14_106b" "DOMINICA" 2014 "F" 32045 27223 0.849524106724918 8 "2014" "DOMINICA2014" 0.515915180853242 0.500869199671678 0.498817014881926 0.497308333298861 0.495190159118097
"64" "sw14_114a" "DOMINICA" 2014 "F" 24849 25834 1.03963942210954 6 "2014" "DOMINICA2014" 0.466738509060265 0.450167513312836 0.445069707730906 0.4375 0.39717232661943
"65" "sw14_114b" "DOMINICA" 2014 "F" 23424 30254 1.29158128415301 7 "2014" "DOMINICA2014" 0.508487058344625 0.494386201059464 0.489368876960181 0.478116666670303 0.462984816343606
"66" "sw14_119a" "DOMINICA" 2014 "F" 29112 34328 1.17917010167628 9 "2014" "DOMINICA2014" 0.509171558482471 0.490513889980069 0.485220887344289 0.472983333400407 0.459409208793231
"67" "sw14_119b" "DOMINICA" 2014 "F" 26550 22948 0.864331450094162 7 "2014" "DOMINICA2014" 0.465699366498497 0.450466966464353 0.444208559837476 0.432329166649197 0.417984424143789
"68" "sw15_061a" "DOMINICA" 2015 "F" 14804 17392 1.17481761686031 5 "2015" "DOMINICA2015" 0.498413078563287 0.478310043774882 0.470822548483625 0.457891666659634 0.44673335005283
"69" "sw15_061b" "DOMINICA" 2015 "F" 26392 22588 0.855865413761746 9 "2015" "DOMINICA2015" 0.550015718878439 0.531551875566569 0.524790629767282 0.516391666666095 0.488356244202049
"70" "sw15_061c" "DOMINICA" 2015 "F" 21238 23865 1.12369337979094 6 "2015" "DOMINICA2015" 0.499786604873779 0.481774705577406 0.47490774087494 0.467174999999997 0.459204592762493
"71" "sw15_078a" "DOMINICA" 2015 "F" 26280 33166 1.26202435312024 8 "2015" "DOMINICA2015" 0.483510211058502 0.466525242360058 0.460648829947793 0.448691666701052 0.423627643583092
"72" "sw15_078b" "DOMINICA" 2015 "F" 9353 12109 1.29466481342885 3 "2015" "DOMINICA2015" 0.52155613003905 0.509194603254388 0.506240909637681 0.50346666670066 0.471822336841002
"73" "sw15_078c" "DOMINICA" 2015 "JM" 28730 29605 1.03045596937 9 "2015" "DOMINICA2015" 0.49182884349834 0.477478843179396 0.472773366061618 0.459749999999985 0.429424423983149
"74" "sw15_078d" "DOMINICA" 2015 "JM" 83449 97145 1.16412419561648 25 "2015" "DOMINICA2015" 0.545943104314176 0.529806858029643 0.525904425155718 0.519883333399775 0.472078824075146
"75" "sw15_085a" "DOMINICA" 2015 "F" 31513 22288 0.707263668962016 7 "2015" "DOMINICA2015" 0.503394553406234 0.48578051326702 0.483021359472425 0.483708333300456 0.41641226674914
"76" "sw15_090a" "DOMINICA" 2015 "F" 34775 27744 0.797814521926671 7 "2015" "DOMINICA2015" 0.542667419332455 0.526708379605577 0.523465677947104 0.52096666667012 0.525846868448074
"77" "sw15_090b" "DOMINICA" 2015 "F" 32316 25286 0.782460700581755 7 "2015" "DOMINICA2015" 0.536048178026708 0.521394622273774 0.517931381986243 0.516395833335082 0.50907196973626
"78" "sw15_090c" "DOMINICA" 2015 "F" 26702 20133 0.753988465283499 5 "2015" "DOMINICA2015" 0.556554042903677 0.540931768326078 0.539166508243824 0.536541666700941 0.519577450396966
"79" "sw15_091a" "DOMINICA" 2015 "F" 27180 25514 0.938704930095659 9 "2015" "DOMINICA2015" 0.54009519427605 0.525416104205636 0.522473993220342 0.521066666600746 0.51954264591064
"80" "sw15_091b" "DOMINICA" 2015 "F" 23770 24167 1.01670172486327 7 "2015" "DOMINICA2015" 0.570424466265323 0.554617756473208 0.550970985381555 0.549366666702554 0.558394051785511
"81" "sw15_097a" "DOMINICA" 2015 "F" 22696 25448 1.12125484666902 7 "2015" "DOMINICA2015" 0.531224764623445 0.514596662746472 0.510695914183982 0.507900000000518 0.50419054432672
"82" "sw15_100a" "DOMINICA" 2015 "F" 18575 10916 0.587671601615074 3 "2015" "DOMINICA2015" 0.485607115977508 0.467446604876151 0.459928126888856 0.448779166680424 0.405272980855924
"83" "sw15_100b" "DOMINICA" 2015 "F" 33932 28206 0.831250736767653 8 "2015" "DOMINICA2015" 0.474743066310955 0.460497190683506 0.455615887447882 0.448116666669875 0.394269391264809
"84" "sw16_103a" "DOMINICA" 2016 "F" 21807 23217 1.06465813729536 6 "2016" "DOMINICA2016" 0.541742601428682 0.528140894529173 0.527222159076939 0.527183333350422 0.530888211299839
"85" "sw16_115b" "DOMINICA" 2016 "F" 3331 4602 1.38156709696788 1 "2016" "DOMINICA2016" 0.514620941883295 0.496301359068587 0.490804570012351 0.483512000000019 0.481080159556368
"86" "sw16_131a" "Norway" 2016 "M" 42992 27885 0.648609043542985 21 "2016" "Norway2016" 0.770990219261024 0.750193242113302 0.749735653157992 0.747891666698706 0.569117665151502
"87" "sw16_133a" "DOMINICA" 2016 "F" 22144 29327 1.32437680635838 7 "2016" "DOMINICA2016" 0.456575893989296 0.444517939451246 0.439628006016977 0.431483333329652 0.419123689445392
"88" "sw16_134a" "Norway" 2016 "M" 20379 9912 0.486383041366112 9 "2016" "Norway2016" 0.850381305910645 0.84664654125549 0.850152883481738 0.858150000000023 0.874886216068791
"89" "sw16_134ad" "DOMINICA" 2016 "F" 13210 15835 1.19871309613929 4 "2016" "DOMINICA2016" 0.501547764371053 0.483657959275106 0.47894235188542 0.470792000000074 0.425002344504754
"90" "sw17_119c" "DOMINICA" 2016 "UN" 17794 10905 0.612847027087782 4 "2016" "DOMINICA2016" 0.831096534363671 0.785253697386931 0.77874641428098 0.772979166649748 0.770343495845053
"91" "sw18_083a" "DOMINICA" 2018 "AF" 28873 29147 1.00948983479375 9 "2018" "DOMINICA2018" 0.499211287678357 0.478426113476992 0.472988069266767 0.465699999998833 0.460054621774982
"92" "sw18_140a" "DOMINICA" 2018 "AF" 33231 38359 1.1543137431916 9 "2018" "DOMINICA2018" 0.521291379635478 0.499017460083884 0.493981654154081 0.486733333299526 0.478177219090543
"93" "sw18_140b" "DOMINICA" 2018 "AF" 36336 35061 0.964910832232497 9 "2018" "DOMINICA2018" 0.497591922700474 0.476390592572223 0.471259257238978 0.462199999994482 0.421693015038552
"94" "sw18_143a" "DOMINICA" 2018 "AF" 45105 38741 0.858906994789935 11 "2018" "DOMINICA2018" 0.533084647545738 0.51941587956028 0.513971675569216 0.50426666669955 0.490041302956454
"95" "sw18_267a" "Azores" 2018 "F" 22063 4291 0.194488510175407 2 "2018" "Azores2018" 0.643139804923364 0.614099587203303 0.610191526407429 0.610000000000127 0.621571510470444
"96" "sw18_281a" "Azores" 2018 "UN" 2693 3262 1.21128852580765 1 "2018" "Azores2018" 0.616711469534052 0.57501658925017 0.565470149253734 0.56000000000131 0.567470829572477
"97" "sw18_292a" "Azores" 2018 "UN" 23684 12670 0.534960310758318 6 "2018" "Azores2018" 0.650106697819314 0.630104707511249 0.620845015576325 0.600000000000364 0.595027332889042
"98" "sw19_088a" "Azores" 2019 "UN" 83995 68203 0.81198880885767 24 "2019" "Azores2019" 0.676995377728525 0.664478719440086 0.66347051854551 0.669999999998254 0.67771005007113
"99" "sw19_137a" "Azores" 2019 "UN" 34559 28394 0.821609421568911 13 "2019" "Azores2019" 0.52347310209653 0.503141746062627 0.499041431508962 0.490000000005239 0.416780395492508
"100" "sw19_158a" "Azores" 2019 "UN" 27438 37537 1.36806618558204 7 "2019" "Azores2019" 0.420726647152468 0.410425653315082 0.406423711406382 0.399999999997817 0.386210428905374
"101" "sw19_160a" "Azores" 2019 "UN" 92812 107607 1.15940826617248 27 "2019" "Azores2019" 0.485863260362872 0.471090336667851 0.467166866609526 0.450000000011642 0.433807926649526
"102" "sw19_163a" "Azores" 2019 "UN" 50040 60501 1.20905275779377 14 "2019" "Azores2019" 0.423297538258861 0.408043844569652 0.403766969842032 0.390000000000327 0.384163730730269
"103" "sw19_253b" "Norway" 2019 "M" 33659 28126 0.835616031373481 10 "2019" "Norway2019" 0.5615000543054 0.535140215082151 0.52960408411463 0.499375000003056 0.421060964842792
"104" "sw19_259a" "Norway" 2019 "M" 21520 17655 0.820399628252788 6 "2019" "Norway2019" 0.591530380602598 0.574081302149905 0.569003910014808 0.552775000000111 0.50064053074966
"105" "sw20_161a" "Azores" 2020 "UN" 70360 63822 0.907077885162024 23 "2020" "Azores2020" 0.52237407466614 0.502308543650574 0.495820211770205 0.489549999999326 0.371176468926128
"106" "sw20_184a" "Azores" 2020 "UN" 42912 24825 0.578509507829978 9 "2020" "Azores2020" 0.706603405139952 0.690934897606214 0.690330565238489 0.688280000002123 0.618077502046282
"107" "sw20_189a" "Azores" 2020 "UN" 19411 6753 0.347895523156973 4 "2020" "Azores2020" 0.395191376228776 0.377294063042939 0.373412476961743 0.379700000000071 0.389613964897931
"108" "sw20_191a" "Azores" 2020 "UN" 517 372 0.719535783365571 1 "2020" "Azores2020" 0.621481804521277 0.581816422647059 0.577643171192054 0.580481249999934 0.457941716680321
"109" "sw20_192a" "Azores" 2020 "UN" 50980 31509 0.618065908199294 9 "2020" "Azores2020" 0.503105578696553 0.469305591130101 0.459308788647777 0.419455000000198 0.381308911391817
"110" "sw20_225a" "Azores" 2020 "UN" 63339 38204 0.603167085050285 12 "2020" "Azores2020" 0.613379626429543 0.589722986845788 0.584883862720403 0.572999999999865 0.521419167098462
"111" "sw21_196a" "Azores" 2021 "UN" 47905 53284 1.11228473019518 13 "2021" "Azores2021" 0.518502510578993 0.496547625745256 0.491606887852596 0.478666666604113 0.453686077132844
"112" "sw21_209a" "Azores" 2021 "UN" 39267 41351 1.05307255456236 9 "2021" "Azores2021" 0.521444263393452 0.498334559048548 0.49028269243725 0.463183333300549 0.440256061746498
"113" "sw21_211a" "Azores" 2021 "UN" 60044 47354 0.788654986343348 16 "2021" "Azores2021" 0.634230459573833 0.609586300808136 0.60341756971158 0.591400000001158 0.576114532876408
"114" "sw21_215a" "Azores" 2021 "UN" 48634 37430 0.769626187440885 10 "2021" "Azores2021" 0.546438955211142 0.523757709191798 0.519447658480898 0.505466666660141 0.46844838096586
"115" "sw21_215b" "Azores" 2021 "UN" 30478 26953 0.884342804645974 8 "2021" "Azores2021" 0.511509990718018 0.490128256803455 0.486171225341681 0.473204166650248 0.431850199166405
"116" "sw21_221a" "Azores" 2021 "UN" 32993 33452 1.01391204194829 10 "2021" "Azores2021" 0.526368795099419 0.502335477977951 0.49559377649473 0.486150000000634 0.379644825525671
"117" "sw21_230a" "Azores" 2021 "UN" 48092 25953 0.539653164767529 10 "2021" "Azores2021" 0.599996803007786 0.580715639259812 0.575963239397845 0.566900000051646 0.553568333492428
"118" "sw21_242a" "Azores" 2021 "UN" 31680 11674 0.368497474747475 8 "2021" "Azores2021" 0.654725157152659 0.629260106801403 0.626873665533019 0.62445833334823 0.612967353627174
